"iid","pid","gender","match","age","field","race","from","income","goal","career","wave","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1"
244,238,1,1,28,"MBA",2,"Seattle","",2,"Management Consultant",10,20,20,20,10,10,20,20,10,20,20,40,10,10,30,5
244,239,1,0,28,"MBA",2,"Seattle","",2,"Management Consultant",10,20,20,20,10,10,20,20,10,20,20,40,10,10,30,5
244,240,1,0,28,"MBA",2,"Seattle","",2,"Management Consultant",10,20,20,20,10,10,20,20,10,20,20,40,10,10,30,5
244,241,1,0,28,"MBA",2,"Seattle","",2,"Management Consultant",10,20,20,20,10,10,20,20,10,20,20,40,10,10,30,5
244,242,1,0,28,"MBA",2,"Seattle","",2,"Management Consultant",10,20,20,20,10,10,20,20,10,20,20,40,10,10,30,5
245,234,1,0,32,"Philosophy",2,"Lexington, MA","",4,"Academic (Law)",10,18,10,30,10,10,25,11,11,18,20,30,10,12,18,15
245,235,1,0,32,"Philosophy",2,"Lexington, MA","",4,"Academic (Law)",10,18,10,30,10,10,25,11,11,18,20,30,10,12,18,15
245,236,1,0,32,"Philosophy",2,"Lexington, MA","",4,"Academic (Law)",10,18,10,30,10,10,25,11,11,18,20,30,10,12,18,15
245,237,1,0,32,"Philosophy",2,"Lexington, MA","",4,"Academic (Law)",10,18,10,30,10,10,25,11,11,18,20,30,10,12,18,15
245,238,1,0,32,"Philosophy",2,"Lexington, MA","",4,"Academic (Law)",10,18,10,30,10,10,25,11,11,18,20,30,10,12,18,15
245,239,1,1,32,"Philosophy",2,"Lexington, MA","",4,"Academic (Law)",10,18,10,30,10,10,25,11,11,18,20,30,10,12,18,15
245,240,1,0,32,"Philosophy",2,"Lexington, MA","",4,"Academic (Law)",10,18,10,30,10,10,25,11,11,18,20,30,10,12,18,15
245,241,1,0,32,"Philosophy",2,"Lexington, MA","",4,"Academic (Law)",10,18,10,30,10,10,25,11,11,18,20,30,10,12,18,15
245,242,1,0,32,"Philosophy",2,"Lexington, MA","",4,"Academic (Law)",10,18,10,30,10,10,25,11,11,18,20,30,10,12,18,15
246,234,1,0,25,"biotechnology",2,"brooklyn, ny","41,476.00",1,"scientist",10,35,20,10,20,10,40,5,5,30,15,45,5,5,30,5
246,235,1,0,25,"biotechnology",2,"brooklyn, ny","41,476.00",1,"scientist",10,35,20,10,20,10,40,5,5,30,15,45,5,5,30,5
246,236,1,0,25,"biotechnology",2,"brooklyn, ny","41,476.00",1,"scientist",10,35,20,10,20,10,40,5,5,30,15,45,5,5,30,5
246,237,1,0,25,"biotechnology",2,"brooklyn, ny","41,476.00",1,"scientist",10,35,20,10,20,10,40,5,5,30,15,45,5,5,30,5
246,238,1,0,25,"biotechnology",2,"brooklyn, ny","41,476.00",1,"scientist",10,35,20,10,20,10,40,5,5,30,15,45,5,5,30,5
246,239,1,0,25,"biotechnology",2,"brooklyn, ny","41,476.00",1,"scientist",10,35,20,10,20,10,40,5,5,30,15,45,5,5,30,5
246,240,1,0,25,"biotechnology",2,"brooklyn, ny","41,476.00",1,"scientist",10,35,20,10,20,10,40,5,5,30,15,45,5,5,30,5
246,241,1,0,25,"biotechnology",2,"brooklyn, ny","41,476.00",1,"scientist",10,35,20,10,20,10,40,5,5,30,15,45,5,5,30,5
246,242,1,1,25,"biotechnology",2,"brooklyn, ny","41,476.00",1,"scientist",10,35,20,10,20,10,40,5,5,30,15,45,5,5,30,5
247,234,1,0,25,"Earth and Environmental Science",4,"Shanghai, China","",1,"Naturalist",10,20,30,10,15,0,30,12,20,23,5,35,20,5,25,0
247,235,1,0,25,"Earth and Environmental Science",4,"Shanghai, China","",1,"Naturalist",10,20,30,10,15,0,30,12,20,23,5,35,20,5,25,0
247,236,1,0,25,"Earth and Environmental Science",4,"Shanghai, China","",1,"Naturalist",10,20,30,10,15,0,30,12,20,23,5,35,20,5,25,0
247,237,1,0,25,"Earth and Environmental Science",4,"Shanghai, China","",1,"Naturalist",10,20,30,10,15,0,30,12,20,23,5,35,20,5,25,0
247,238,1,0,25,"Earth and Environmental Science",4,"Shanghai, China","",1,"Naturalist",10,20,30,10,15,0,30,12,20,23,5,35,20,5,25,0
247,239,1,0,25,"Earth and Environmental Science",4,"Shanghai, China","",1,"Naturalist",10,20,30,10,15,0,30,12,20,23,5,35,20,5,25,0
247,240,1,0,25,"Earth and Environmental Science",4,"Shanghai, China","",1,"Naturalist",10,20,30,10,15,0,30,12,20,23,5,35,20,5,25,0
247,241,1,0,25,"Earth and Environmental Science",4,"Shanghai, China","",1,"Naturalist",10,20,30,10,15,0,30,12,20,23,5,35,20,5,25,0
247,242,1,0,25,"Earth and Environmental Science",4,"Shanghai, China","",1,"Naturalist",10,20,30,10,15,0,30,12,20,23,5,35,20,5,25,0
248,234,1,0,27,"Business",6,"San Francisco","49,841.00",1,"Trader",10,25,15,20,20,15,20,15,15,25,20,35,5,15,30,5
248,235,1,1,27,"Business",6,"San Francisco","49,841.00",1,"Trader",10,25,15,20,20,15,20,15,15,25,20,35,5,15,30,5
248,236,1,0,27,"Business",6,"San Francisco","49,841.00",1,"Trader",10,25,15,20,20,15,20,15,15,25,20,35,5,15,30,5
248,237,1,0,27,"Business",6,"San Francisco","49,841.00",1,"Trader",10,25,15,20,20,15,20,15,15,25,20,35,5,15,30,5
248,238,1,0,27,"Business",6,"San Francisco","49,841.00",1,"Trader",10,25,15,20,20,15,20,15,15,25,20,35,5,15,30,5
248,239,1,0,27,"Business",6,"San Francisco","49,841.00",1,"Trader",10,25,15,20,20,15,20,15,15,25,20,35,5,15,30,5
248,240,1,0,27,"Business",6,"San Francisco","49,841.00",1,"Trader",10,25,15,20,20,15,20,15,15,25,20,35,5,15,30,5
248,241,1,1,27,"Business",6,"San Francisco","49,841.00",1,"Trader",10,25,15,20,20,15,20,15,15,25,20,35,5,15,30,5
248,242,1,1,27,"Business",6,"San Francisco","49,841.00",1,"Trader",10,25,15,20,20,15,20,15,15,25,20,35,5,15,30,5
249,234,1,0,33,"Finance",6,"Chile","",2,"Wall Street Economist",10,22,22,15,15,5,15,15,25,10,25,35,15,5,25,5
249,235,1,0,33,"Finance",6,"Chile","",2,"Wall Street Economist",10,22,22,15,15,5,15,15,25,10,25,35,15,5,25,5
249,236,1,0,33,"Finance",6,"Chile","",2,"Wall Street Economist",10,22,22,15,15,5,15,15,25,10,25,35,15,5,25,5
249,237,1,0,33,"Finance",6,"Chile","",2,"Wall Street Economist",10,22,22,15,15,5,15,15,25,10,25,35,15,5,25,5
249,238,1,0,33,"Finance",6,"Chile","",2,"Wall Street Economist",10,22,22,15,15,5,15,15,25,10,25,35,15,5,25,5
249,239,1,0,33,"Finance",6,"Chile","",2,"Wall Street Economist",10,22,22,15,15,5,15,15,25,10,25,35,15,5,25,5
249,240,1,0,33,"Finance",6,"Chile","",2,"Wall Street Economist",10,22,22,15,15,5,15,15,25,10,25,35,15,5,25,5
249,241,1,0,33,"Finance",6,"Chile","",2,"Wall Street Economist",10,22,22,15,15,5,15,15,25,10,25,35,15,5,25,5
249,242,1,0,33,"Finance",6,"Chile","",2,"Wall Street Economist",10,22,22,15,15,5,15,15,25,10,25,35,15,5,25,5
250,234,1,0,25,"Classics",6,"Toronto, London, India","",4,"professor, poet/critic",10,20,20,20,20,10,20,20,20,20,10,30,20,10,20,5
250,235,1,0,25,"Classics",6,"Toronto, London, India","",4,"professor, poet/critic",10,20,20,20,20,10,20,20,20,20,10,30,20,10,20,5
250,236,1,0,25,"Classics",6,"Toronto, London, India","",4,"professor, poet/critic",10,20,20,20,20,10,20,20,20,20,10,30,20,10,20,5
250,237,1,1,25,"Classics",6,"Toronto, London, India","",4,"professor, poet/critic",10,20,20,20,20,10,20,20,20,20,10,30,20,10,20,5
250,238,1,1,25,"Classics",6,"Toronto, London, India","",4,"professor, poet/critic",10,20,20,20,20,10,20,20,20,20,10,30,20,10,20,5
250,239,1,0,25,"Classics",6,"Toronto, London, India","",4,"professor, poet/critic",10,20,20,20,20,10,20,20,20,20,10,30,20,10,20,5
250,240,1,1,25,"Classics",6,"Toronto, London, India","",4,"professor, poet/critic",10,20,20,20,20,10,20,20,20,20,10,30,20,10,20,5
250,241,1,1,25,"Classics",6,"Toronto, London, India","",4,"professor, poet/critic",10,20,20,20,20,10,20,20,20,20,10,30,20,10,20,5
250,242,1,1,25,"Classics",6,"Toronto, London, India","",4,"professor, poet/critic",10,20,20,20,20,10,20,20,20,20,10,30,20,10,20,5
251,234,1,0,33,"Philosophy (Ph.D.)",6,"Israel","",6,"Am not sure",10,19,19,19,19,19,13,20,30,15,15,30,10,30,10,10
251,235,1,0,33,"Philosophy (Ph.D.)",6,"Israel","",6,"Am not sure",10,19,19,19,19,19,13,20,30,15,15,30,10,30,10,10
251,236,1,0,33,"Philosophy (Ph.D.)",6,"Israel","",6,"Am not sure",10,19,19,19,19,19,13,20,30,15,15,30,10,30,10,10
251,237,1,0,33,"Philosophy (Ph.D.)",6,"Israel","",6,"Am not sure",10,19,19,19,19,19,13,20,30,15,15,30,10,30,10,10
251,238,1,0,33,"Philosophy (Ph.D.)",6,"Israel","",6,"Am not sure",10,19,19,19,19,19,13,20,30,15,15,30,10,30,10,10
251,239,1,0,33,"Philosophy (Ph.D.)",6,"Israel","",6,"Am not sure",10,19,19,19,19,19,13,20,30,15,15,30,10,30,10,10
251,240,1,0,33,"Philosophy (Ph.D.)",6,"Israel","",6,"Am not sure",10,19,19,19,19,19,13,20,30,15,15,30,10,30,10,10
251,241,1,0,33,"Philosophy (Ph.D.)",6,"Israel","",6,"Am not sure",10,19,19,19,19,19,13,20,30,15,15,30,10,30,10,10
251,242,1,1,33,"Philosophy (Ph.D.)",6,"Israel","",6,"Am not sure",10,19,19,19,19,19,13,20,30,15,15,30,10,30,10,10
252,273,0,0,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,274,0,1,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,275,0,0,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,276,0,0,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,277,0,0,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,278,0,0,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,279,0,0,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,280,0,0,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,281,0,0,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,282,0,0,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,283,0,0,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,284,0,0,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,285,0,0,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,286,0,0,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,287,0,0,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,288,0,0,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,289,0,0,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,290,0,0,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,291,0,1,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,292,0,0,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
252,293,0,0,28,"Political Science",3,"Mexico","",1,"Professor",11,0,25,25,25,25,20,5,20,20,20,30,20,10,30,0
253,273,0,0,33,"sociology",4,"Japan","",2,"researcher/academia",11,25,30,10,10,5,40,20,5,20,5,30,20,10,25,5
253,274,0,1,33,"sociology",4,"Japan","",2,"researcher/academia",11,25,30,10,10,5,40,20,5,20,5,30,20,10,25,5
253,275,0,0,33,"sociology",4,"Japan","",2,"researcher/academia",11,25,30,10,10,5,40,20,5,20,5,30,20,10,25,5
253,276,0,0,33,"sociology",4,"Japan","",2,"researcher/academia",11,25,30,10,10,5,40,20,5,20,5,30,20,10,25,5
253,277,0,0,33,"sociology",4,"Japan","",2,"researcher/academia",11,25,30,10,10,5,40,20,5,20,5,30,20,10,25,5
253,278,0,0,33,"sociology",4,"Japan","",2,"researcher/academia",11,25,30,10,10,5,40,20,5,20,5,30,20,10,25,5
253,279,0,0,33,"sociology",4,"Japan","",2,"researcher/academia",11,25,30,10,10,5,40,20,5,20,5,30,20,10,25,5
253,280,0,0,33,"sociology",4,"Japan","",2,"researcher/academia",11,25,30,10,10,5,40,20,5,20,5,30,20,10,25,5
253,281,0,0,33,"sociology",4,"Japan","",2,"researcher/academia",11,25,30,10,10,5,40,20,5,20,5,30,20,10,25,5
253,282,0,0,33,"sociology",4,"Japan","",2,"researcher/academia",11,25,30,10,10,5,40,20,5,20,5,30,20,10,25,5
